display_name,status,gsis_id,position,team_abbr
Shelton Johnson,RET,00-0029754,DB,OAK
Shelton Quarles,RET,00-0013322,MLB,TB
Shemar Bartholomew,ACT,00-0039292,DB,CAR
Shemar Bridges,CUT,00-0037174,WR,BAL
Shemar Jean-Charles,CUT,00-0036645,CB,NO
Shemiah LeGrande,RET,00-0026457,DT,DET
Sherdrick Bonner,RET,00-0001470,QB,LAC
Sherman Badie,CUT,00-0034786,RB,ARI
Sherman Smith,RET,00-0015301,WR,TEN
Sherman Williams,RET,00-0017932,RB,DAL
Shermari Jones,CUT,00-0037419,RB,CIN
Sherrick McManis,UFA,00-0027743,SS,CHI
Sherriden May,RET,00-0010592,RB,NYJ
Sherrod Coates,RET,00-0021609,LB,CLE
Sherrod Gideon,RET,00-0019500,WR,HOU
Sherrod Martin,ACT,00-0027035,DB,CHI
Shevin Smith,RET,00-0015302,DB,LA
Shi Smith,ACT,00-0036572,WR,KC
Shilique Calhoun,CUT,00-0033122,OLB,KC
Shiloh Keo,UFA,00-0028082,DB,NO
Shirdonya Mitchell,RET,00-0023171,DB,MIA
Shiro Davis,RET,00-0032564,LB,WAS
Shockmain Davis,RET,00-0019206,WR,GB
Shon Coleman,CUT,00-0033097,T,CHI
Shon Stephens,CUT,00-0039787,DB,PHI
Shonn Bell,RET,00-0001027,TE,SF
Shonn Greene,RET,00-0026899,RB,TEN
Shoun Habersham,RET,00-0006576,WR,IND
Shun White,RET,00-0026828,WR,NE
Shurron Pierson,RET,00-0022099,DE,CHI
Shy Tuttle,ACT,00-0035409,DT,CAR
Shyheim Carter,CUT,00-0036147,FS,TEN
Shyrone Stith,RET,00-0018971,RB,IND
Siaki Ika,CUT,00-0038561,DT,CLE
Siaosi Mariner,CUT,00-0036169,WR,BAL
Siddeeq Shabazz,RET,00-0022114,DB,MIA
Sidney Coleman,RET,00-0003243,LB,TB
Sidney Glover,RET,00-0028501,DB,BUF
Sidney Johnson,RET,00-0008622,DB,WAS
Sidney Jones,DEV,00-0033543,CB,CIN
Sidney Rice,RET,00-0025431,WR,SEA
Sidney Tarver,RET,00-0028696,LB,JAX
Sidy Sow,ACT,00-0038569,T,NE
Silas Dzansi,RES,00-0038924,T,TB
Silas Kelly,CUT,00-0037338,LB,CLE
Silas Redd,RET,00-0031008,RB,WAS
Silas Stewart,CUT,00-0035122,LB,BAL
Simeon Castille,RET,00-0025910,DB,MIN
Simeon Rice,RET,00-0013644,DE,IND
Simeon Thomas,CUT,00-0034276,DB,WAS
Simeyon Robinson,CUT,00-0034886,DT,CIN
Simi Fehoko,ACT,00-0036646,WR,LAC
Simmie Cobbs,CUT,00-0034068,WR,NO
Simon Fletcher,RET,00-0005323,DE,DEN
Simon Fraser,RET,00-0023174,DE,ATL
Simon Shanks,RET,00-0014710,ILB,ARI
Simon Stepaniak,RET,00-0036242,G,GB
Simoni Lawrence,RET,00-0027252,LB,TB
Sincere Haynesworth,CUT,00-0039612,C,NO
Sincere McCormick,DEV,00-0037509,RB,LV
Singor Mobley,RET,00-0011451,DB,DAL
Sinorice Moss,RET,00-0024259,WR,PHI
Sio Moore,CUT,00-0030529,LB,HOU
Sione Fua,RET,00-0028035,DT,DEN
Sione Houma,RET,00-0032878,FB,NO
Sione Po'uha,RET,00-0023523,NT,NYJ
Sione Takitaki,RES,00-0035646,OLB,NE
Sione Teuhema,DEV,00-0035673,LB,CAR
Sione Vaki,ACT,00-0039364,RB,DET
Sir Henry Anderson,RET,00-0023794,DT,NYG
Sir Mawn Wilson,RET,00-0018062,WR,NE
SirVocea Dennis,ACT,00-0039049,ILB,TB
Siran Neal,ACT,00-0034391,CB,MIA
Siran Stacy,RET,00-0015514,RB,PHI
Sirr Parker,RET,00-0012582,WR,CIN
Siupeli Malamala,RET,00-0010293,T,NYJ
Skai Moore,RES,00-0034090,MLB,IND
Skip Hicks,RET,00-0007389,RB,CAR
Skip McClendon,RET,00-0010694,DE,IND
Skye Dawson,RET,00-0029868,WR,DET
Skylar Thompson,ACT,00-0037327,QB,MIA
Skyler Fulton,RET,00-0022543,WR,SEA
Skyler Green,RET,00-0024340,WR,NO
Skyler Phillips,CUT,00-0034241,G,SEA
Skyler Thomas,CUT,00-0037476,DB,LAC
Skyy Moore,ACT,00-0038090,WR,KC
Slade Bolden,CUT,00-0037173,WR,ATL
Slade Norris,RET,00-0027091,LB,DET
Sloan Thomas,RET,00-0022686,WR,NYJ
Smoke Monday,CUT,00-0037540,FS,NO
Snoop Conner,CUT,00-0037265,RB,DAL
Snoop Minnis,RET,00-0020272,WR,TB
Sojourn Shelton,DEV,00-0033612,CB,CHI
Solomon Ajayi,CUT,00-0036108,LB,CLE
Solomon Bates,RET,00-0022058,LB,SEA
Solomon Byrd,DEV,00-0039427,DE,HOU
Solomon Elimimian,RET,00-0027171,LB,MIN
Solomon Kindley,CUT,00-0036131,G,NYG
Solomon Page,RET,00-0012499,G,LAC
Solomon Patton,RET,00-0030839,WR,DEN
Solomon Thomas,ACT,00-0033870,DT,NYJ
Solomon Wilcots,RET,00-0017659,DB,PIT
Soma Vainuku,RET,00-0032737,FB,HOU
Sony Michel,RET,00-0034845,RB,LA
Spencer Adkins,RET,00-0027123,LB,NYG
Spencer Anderson,ACT,00-0038645,T,PIT
Spencer Benton,RET,00-0030191,P,DAL
Spencer Brown,CUT,00-0036543,RB,ATL
Spencer Brown,ACT,00-0036976,T,BUF
Spencer Burford,ACT,00-0037829,G,SF
Spencer Drango,RFA,00-0032976,T,LAC
Spencer Folau,RET,00-0005377,T,WAS
Spencer Frederick,RET,00-0021711,FB,NO
Spencer George,RET,00-0005891,RB,TEN
Spencer Hadley,RET,00-0030804,LB,OAK
Spencer Havner,RET,00-0023832,TE,GB
Spencer Johnson,RET,00-0028819,T,PHI
Spencer Johnson,RET,00-0022610,DT,BUF
Spencer Lanning,CUT,00-0028347,P,CHI
Spencer Larsen,RET,00-0026323,FB,TB
Spencer Long,RET,00-0031047,C,SF
Spencer Nead,RET,00-0022036,TE,LA
Spencer Nealy,RET,00-0030477,DE,MIN
Spencer Nigh,ACT,00-0035875,RB,PIT
Spencer Paysinger,CUT,00-0028368,OLB,CAR
Spencer Pulley,DEV,00-0032911,C,MIA
Spencer Rattler,ACT,00-0039376,QB,NO
Spencer Reid,RET,00-0013570,LB,CAR
Spencer Rolland,CUT,00-0039719,T,MIN
Spencer Schnell,CUT,00-0035587,WR,TB
Spencer Shrader,DEV,00-0039576,K,IND
Spencer Tillman,RET,00-0016480,RB,TEN
Spencer Toone,RET,00-0024459,LB,TEN
Spencer Waege,CUT,00-0038882,DE,GB
Spencer Ware,DEV,00-0030414,RB,CHI
Spenser Smith,RET,00-0026848,LB,DET
Spergon Wynn,RET,00-0019553,QB,MIN
Stacey Dillard,RET,00-0004301,DT,NYG
Stacey Hairston,RET,00-0006623,DB,CLE
Stacey Mack,RET,00-0010240,RB,HOU
Stacy Andrews,RET,00-0022870,T,NYG
Stacy Coley,CUT,00-0033968,WR,NYG
Stacy Danley,RET,00-0003883,RB,SEA
Stacy Keely,CUT,00-0035221,DE,MIN
Stacy Long,RET,00-0010066,G,CHI
Stacy McGee,DEV,00-0030515,DE,ARI
Stacy Tutt,RET,00-0024137,RB,NYJ
Stafon Johnson,RET,00-0027328,RB,WAS
Stalin Colinet,RET,00-0003248,DE,JAX
Stan Brock,RET,00-0001803,T,LAC
Stan Clayton,RET,00-0003101,T,PIT
Stan Gelbaugh,RET,00-0005869,QB,SEA
Stan Humphries,RET,00-0007921,QB,LAC
Stan Petry,RET,00-0012883,DB,NO
Stan Smagala,RET,00-0015054,DB,PIT
Stan Thomas,RET,00-0016328,T,TEN
Stan White,RET,00-0017575,QB,NYG
Stanford Jennings,RET,00-0008377,RB,TB
Stanford Keglar,RET,00-0026274,LB,MIN
Stanford Routt,RET,00-0023473,CB,HOU
Stanford Samuels,CUT,00-0035970,DB,LV
Stanley Arnoux,RET,00-0027086,LB,NO
Stanley Arukwe,RET,00-0029341,WR,NYJ
Stanley Berryhill,CUT,00-0037581,WR,DET
Stanley Bryant,RET,00-0026514,T,DEN
Stanley Daniels,RET,00-0024566,G,CLE
Stanley Havili,RET,00-0028178,FB,SEA
Stanley Jean-Baptiste,CUT,00-0031239,CB,BAL
Stanley McClover,RET,00-0024451,LB,HOU
Stanley Morgan,CUT,00-0035399,WR,NO
Stanley Pritchett,RET,00-0013262,RB,ATL
Stanley Richard,RET,00-0013655,FS,WAS
Stanley Williams,CUT,00-0033349,RB,DEN
Stanley Wilson,RET,00-0023507,CB,DET
Stansly Maponga,CUT,00-0030425,DE,DEN
Stantley Thomas-Oliver,A03,00-0036315,CB,NYG
Star Lotulelei,ACT,00-0030455,DT,BUF
Starling Thomas,ACT,00-0038663,CB,ARI
Stedman Bailey,RET,00-0030532,WR,LA
Steele Chambers,CUT,00-0039440,LB,NE
Steele Divitto,RET,00-0030945,LB,NYJ
Stefan Charles,CUT,00-0030132,DT,ATL
Stefan LeFors,RET,00-0023555,QB,CAR
Stefan Logan,RET,00-0026491,WR,DET
Stefan McClure,CUT,00-0032350,DB,DET
Stefan Rodgers,RET,00-0023147,T,BAL
Stefen Wisniewski,UFA,00-0027986,G,KC
Stefon Diggs,ACT,00-0031588,WR,HOU
Step Durham,RES,00-0034327,DB,KC
Stepfan Taylor,UFA,00-0030282,RB,ARI
Stepfret Williams,RET,00-0017934,WR,CIN
Stephane Milhim,RET,00-0029949,OL,JAX
Stephane Nembot,RES,00-0032570,OT,BAL
Stephen Alexander,RET,00-0000166,TE,DEN
Stephen Anderson,DEV,00-0032725,TE,LAC
Stephen Baggett,CUT,00-0034494,TE,CLE
Stephen Baker,RET,00-0000646,WR,NYG
Stephen Bowen,ACT,00-0023954,DE,NYJ
Stephen Boyd,RET,00-0001604,MLB,DET
Stephen Braggs,RET,00-0001668,FS,MIA
Stephen Burton,RET,00-0028174,WR,JAX
Stephen Campbell,RET,00-0030646,RB,WAS
Stephen Carlson,DEV,00-0035039,TE,CHI
Stephen Cooper,RET,00-0021544,LB,LAC
Stephen Davis,RET,00-0004052,RB,LA
Stephen Denmark,CUT,00-0035598,CB,GB
Stephen Franklin,RET,00-0028555,LB,JAX
Stephen Goodin,RET,00-0029362,G,MIN
Stephen Gostkowski,UFA,00-0024333,K,TEN
Stephen Guidry,CUT,00-0036136,WR,DAL
Stephen Harrison,RET,00-0028583,CB,LAC
Stephen Hauschka,CUT,00-0025944,K,JAX
Stephen Hill,RET,00-0028995,WR,CAR
Stephen Hobbs,RET,00-0007527,WR,WAS
Stephen Hodge,RET,00-0027132,LB,DAL
Stephen Houston,RET,00-0030685,RB,BAL
Stephen Howell,RET,00-0026431,DB,DET
Stephen Jones,ACT,00-0037551,DE,NYJ
Stephen Louis,CUT,00-0035460,WR,HOU
Stephen McGee,RET,00-0027071,QB,HOU
Stephen Morris,CUT,00-0030825,QB,HOU
Stephen Neal,RET,00-0020457,G,NE
Stephen Nicholas,RET,00-0025496,OLB,ATL
Stephen Paea,UFA,00-0027991,DT,DAL
Stephen Peterman,RET,00-0022808,G,NYJ
Stephen Roberts,CUT,00-0034466,DB,PHI
Stephen Scaldaferri,RET,00-0023730,K,IND
Stephen Schilling,RET,00-0028139,C,SEA
Stephen Spach,RET,00-0023108,TE,JAX
Stephen Sullivan,RES,00-0036438,TE,CAR
Stephen Trejo,RET,00-0020094,RB,DET
Stephen Tulloch,UFA,00-0024331,OLB,PHI
Stephen Weatherly,U01,00-0032448,OLB,CLE
Stephen Williams,RET,00-0027349,WR,JAX
Stephfon Green,RET,00-0029229,RB,DET
Stephon Gilmore,ACT,00-0029542,CB,MIN
Stephon Heyer,RET,00-0024583,T,NYJ
Stephon Kelly,RET,00-0020723,DB,CIN
Stephon Morris,RET,00-0029996,DB,NE
Stephon Tuitt,RET,00-0031412,DE,PIT
Stephone Anthony,CUT,00-0032102,OLB,ARI
Stephone Paige,RET,00-0012505,WR,KC
Sterling Bailey,CUT,00-0032344,DE,ARI
Sterling Harris,RET,00-0022514,T,CLE
Sterling Hofrichter,CUT,00-0036319,P,MIA
Sterling Johnson,CUT,00-0036153,DT,NYJ
Sterling Moore,CUT,00-0028767,CB,DET
Sterling Palmer,RET,00-0012523,DE,WAS
Sterling Sharpe,RET,00-0014723,WR,GB
Sterling Sheffield,CUT,00-0035550,LB,CIN
Sterling Shepard,DEV,00-0032385,WR,TB
Sterling Shippy,CUT,00-0035178,DT,IND
Sterling Weatherford,CUT,00-0037406,OLB,LA
Stetson Bennett,ACT,00-0039107,QB,LA
Stevan Ridley,UFA,00-0028011,RB,PIT
Steve Atwater,RET,00-0000500,FS,NYJ
Steve Avery,RET,00-0000543,RB,PIT
Steve Avila,ACT,00-0039058,G,LA
Steve Baylark,RET,00-0025670,RB,DEN
Steve Beauharnais,RET,00-0030426,LB,SF
Steve Bellisari,RET,00-0021312,DB,LA
Steve Beuerlein,RET,00-0001218,QB,DEN
Steve Bono,RET,00-0001471,QB,CAR
Steve Brannon,RET,00-0001689,DE,NYG
Steve Breaston,RET,00-0025529,WR,NO
Steve Brooks,RET,00-0001849,TE,DET
Steve Broussard,RET,00-0001868,RB,SEA
Steve Bryant,RET,00-0002149,LB,SEA
Steve Bush,RET,00-0002380,RB,SF
Steve Cargile,RET,00-0022387,DB,TB
Steve Cheek,RET,00-0019790,P,KC
Steve Christie,RET,00-0002975,K,NYG
Steve Conley,RET,00-0003372,LB,PIT
Steve DeBerg,RET,00-0004116,QB,ATL
Steve DeOssie,RET,00-0004209,LB,NE
Steve Dildine,RET,00-0024847,LB,SF
Steve Donatell,CUT,00-0033990,TE,SEA
Steve Edwards,RET,00-0020799,T,BAL
Steve Emtman,RET,00-0004903,DE,WAS
Steve Everitt,RET,00-0005020,C,LA
Steve Farmer,RET,00-0021833,TE,MIN
Steve Fifita,RET,00-0023917,NT,NE
Steve Fleming,RET,00-0023196,TE,GB
Steve Foley,RET,00-0005384,LB,LAC
Steve Franklin,RET,00-0024116,G,KC
Steve Gabbard,RET,00-0005660,DT,GB
Steve Gleason,RET,00-0019053,DB,NO
Steve Gordon,RET,00-0006159,C,SF
Steve Goulet,RET,00-0028769,WR,OAK
Steve Grant,RET,00-0006245,MLB,IND
Steve Gregory,RET,00-0023998,DB,KC
Steve Hall,RET,00-0006680,DB,IND
Steve Hardin,RET,00-0006823,G,IND
Steve Harvey,RET,00-0007078,LB,BUF
Steve Hawkins,RET,00-0007131,WR,NE
Steve Heiden,RET,00-0007213,TE,CLE
Steve Hendrickson,RET,00-0007264,TE,TEN
Steve Herndon,RET,00-0019248,G,ATL
Steve Hoyem,RET,00-0007831,T,BUF
Steve Hull,RET,00-0031233,WR,NO
Steve Hutchinson,RET,00-0020466,G,TEN
Steve Ingram,RET,00-0008027,G,JAX
Steve Ishmael,RES,00-0034087,WR,IND
Steve Israel,RET,00-0008063,DB,NO
Steve Jackson,RET,00-0008193,DB,TEN
Steve Johnson,UFA,00-0026364,WR,LAC
Steve Jordan,RET,00-0008927,TE,MIN
Steve Josue,RET,00-0021984,LB,GB
Steve Justice,RET,00-0026341,C,CAR
Steve Lindsey,RET,00-0009946,K,DEN
Steve Lofton,RET,00-0010024,DB,CAR
Steve Longa,UFA,00-0032470,OLB,DET
Steve Maneri,,00-0027567,,
Steve Martin,RET,00-0010472,DT,MIN
Steve Matthews,RET,00-0010561,QB,TEN
Steve McKinney,RET,00-0010966,G,SEA
Steve McLaughlin,RET,00-0010984,K,LA
Steve McLendon,ACT,00-0026564,NT,TB
Steve McMichael,RET,00-0011001,DT,GB
Steve McNair,RET,00-0011024,QB,BAL
Steve Miller,RET,00-0031872,DE,CAR
Steve Morley,RET,00-0022197,T,NYJ
Steve Morrison,RET,00-0011712,OLB,IND
Steve Octavien,RET,00-0026046,LB,CLE
Steve Pelluer,RET,00-0012748,QB,KC
Steve Pfahler,RET,00-0027515,TE,TEN
Steve Rhem,RET,00-0013621,WR,PHI
Steve Rosga,RET,00-0014048,DB,IND
Steve Russ,RET,00-0014182,LB,DEN
Steve Sanders,RET,00-0023991,WR,ARI
Steve Scifres,RET,00-0014529,G,NO
Steve Sciullo,RET,00-0022096,G,PHI
Steve Sewell,RET,00-0014688,RB,DEN
Steve Shine,RET,00-0014813,LB,CIN
Steve Skelton,RET,00-0028728,TE,HOU
Steve Slaton,RET,00-0026229,RB,MIA
Steve Smith,UFA,00-0020337,WR,BAL
Steve Smith,RET,00-0025438,WR,LA
Steve Smith,RET,00-0021346,DB,JAX
Steve Smith,RET,00-0015306,FB,SEA
Steve Stenstrom,RET,00-0015627,QB,SF
Steve Tasker,RET,00-0016055,WR,BUF
Steve Tovar,RET,00-0016568,LB,LAC
Steve Trapilo,RET,00-0016590,G,NO
Steve Vallos,RET,00-0025619,T,TEN
Steve Wallace,RET,00-0017094,T,KC
Steve Walsh,RET,00-0017121,QB,IND
Steve Warren,RET,00-0019460,DT,GB
Steve Weatherford,CUT,00-0024110,P,NYJ
Steve White,RET,00-0017576,DE,NYJ
Steve Williams,RET,00-0030283,DB,LA
Steve Williams,RET,00-0024187,DT,NE
Steve Wisniewski,RET,00-0018129,G,OAK
Steve Young,RET,00-0018441,QB,SF
Steve Zahursky,RET,00-0018468,G,JAX
Steven Baker,RET,00-0029022,T,LA
Steven Black,RET,00-0026559,WR,PIT
Steven Clark,RET,00-0030674,P,OAK
Steven Clarke,RET,00-0030858,DB,MIA
Steven Daniels,CUT,00-0032802,ILB,NYG
Steven Dunbar,CUT,00-0034072,WR,DEN
Steven Friday,RET,00-0028538,LB,HOU
Steven Gilmore,CUT,00-0038655,CB,DET
Steven Gonzalez,CUT,00-0035919,G,BUF
Steven Grace,RET,00-0021054,C,ARI
Steven Harris,RET,00-0024546,DT,DEN
Steven Harris,RET,00-0023260,WR,WAS
Steven Jackson,ACT,00-0022736,RB,NE
Steven Jackson,RET,00-0023852,RB,CAR
Steven Johnson,UFA,00-0028943,ILB,BAL
Steven Jones,CUT,00-0038846,CB,TEN
Steven Jones,DEV,00-0039555,G,JAX
Steven Means,U01,00-0030387,OLB,BAL
Steven Miller,RET,00-0029885,RB,DET
Steven Mitchell,ACT,00-0034081,WR,HOU
Steven Montez,DEV,00-0036022,QB,DET
Steven Moore,CUT,00-0033804,OT,BAL
Steven Nelson,ACT,00-0032150,CB,HOU
Steven Nielsen,ACT,00-0035828,OL,JAX
Steven Parker,DEV,00-0034736,FS,SEA
Steven Richardson,CUT,00-0034568,DT,LAC
Steven Scheu,CUT,00-0032582,TE,DEN
Steven Sims,ACT,00-0034928,WR,HOU
Steven Stilianos,CUT,00-0039654,TE,TEN
Steven Terrell,CUT,00-0029958,FS,TEN
Steven Vieira,RET,00-0023106,T,CHI
Steven Wesley,RET,00-0028733,DE,JAX
Steven Wirtel,CUT,00-0036014,LS,GB
Steven Wroblewski,CUT,00-0033615,TE,IND
Stevenson Sylvester,RET,00-0027765,LB,BUF
Stevie Anderson,RET,00-0000345,WR,ARI
Stevie Baggs,RET,00-0022949,LB,BAL
Stevie Brown,RET,00-0027842,DB,CAR
Stevie Scott,CUT,00-0036548,RB,ARI
Stevie Tu'ikolovatu,CUT,00-0033971,NT,TB
Stevon Moore,RET,00-0011613,DB,BAL
Stewart Bradley,RET,00-0025474,LB,DEN
Stockar McDougle,RET,00-0019601,T,JAX
Stone Forsythe,ACT,00-0036653,T,SEA
Stone Smartt,ACT,00-0037475,TE,LAC
Stone Wilson,ACT,00-0035351,P,MIA
Stoney Case,RET,00-0002787,QB,DET
Stoney Woodson,RET,00-0026954,CB,TB
Storey Jackson,CUT,00-0037571,LB,ATL
Storm Duck,ACT,00-0039481,DB,MIA
Storm Johnson,CUT,00-0031243,RB,MIA
Storm Norton,ACT,00-0033752,T,ATL
Stryker Sulak,RET,00-0027168,DE,GB
Stuart Schweigert,RET,00-0022846,DB,DET
Stump Mitchell,RET,00-0011437,RB,KC
Stylez G. White,RET,00-0021332,DE,MIN
Su'a Cravens,CUT,00-0032767,DB,DEN
Suaesi Tuimaunei,RET,00-0028333,DB,TEN
Sulecio Sanford,RET,00-0014348,WR,CHI
Sultan McCullough,RET,00-0021581,RB,WAS
Sundiata Anderson,CUT,00-0039293,DE,SEA
Sutton Smith,ACT,00-0035218,FB,LV
Swanson Miller,RET,00-0027457,DT,NO
Swayze Bozeman,DEV,00-0039313,LB,KC
Swayze Waters,RET,00-0026679,P,CAR
Sy Barnett,CUT,00-0038900,WR,NO
Syd'Quan Thompson,RET,00-0027611,DB,DEN
Sydney Brown,RES,00-0039002,SS,PHI
Syii Tucker,RET,00-0016661,TE,CAR
Sylvester Morris,RET,00-0019726,WR,KC
Sylvester Stanley,RET,00-0015556,DT,NE
Sylvester Williams,UFA,00-0030577,DT,DEN
Sylvester Wright,RET,00-0018319,DE,PHI
Syndric Steptoe,RET,00-0025621,WR,CLE
Syrus Tuitele,DEV,00-0036592,T,BUF
T'Vondre Sweat,ACT,00-0039886,NT,TEN
T-Bob Hebert,RET,00-0028877,C,LA
T. Marcus Spriggs,RET,00-0015491,T,GB
T.D. Moultry,INA,00-0037047,LB,PIT
T.J. Barnes,CUT,00-0029940,DT,CAR
T.J. Bass,ACT,00-0038731,G,DAL
T.J. Brunson,CUT,00-0036404,ILB,NYG
T.J. Carrie,U01,00-0031269,CB,CAR
T.J. Carter,RES,00-0037052,DB,LA
T.J. Carter,CUT,00-0035916,DT,ARI
T.J. Clemmings,UFA,00-0031572,OT,CHI
T.J. Conley,RET,00-0026647,P,CLE
T.J. Cottrell,RET,00-0022632,TE,LAC
T.J. Duckett,RET,00-0021376,RB,SEA
T.J. Edwards,ACT,00-0035386,ILB,CHI
T.J. Fatinikun,RES,00-0031467,DE,TB
T.J. Franklin,CUT,00-0039538,DE,LV
T.J. Green,RES,00-0033059,CB,HOU
T.J. Heath,RET,00-0028410,DB,NYG
T.J. Hockenson,RES,00-0035229,TE,MIN
T.J. Hollowell,RET,00-0022379,LB,DEN
T.J. Houshmandzadeh,RET,00-0020438,WR,OAK
T.J. Jackson,RET,00-0023754,DT,KC
T.J. Johnson,CUT,00-0030126,C,CIN
T.J. Jones,CUT,00-0031189,WR,NYG
T.J. Lang,RES,00-0027078,G,DET
T.J. Langley,RET,00-0028513,DE,BUF
T.J. Linta,CUT,00-0035160,QB,KC
T.J. Logan,UFA,00-0033789,RB,TB
T.J. Luther,CUT,00-0038502,WR,PIT
T.J. McDonald,CUT,00-0030530,SS,MIA
T.J. Moe,RET,00-0029995,WR,LA
T.J. Morrison,CUT,00-0036528,DB,LV
T.J. Pledger,CUT,00-0037652,RB,ARI
T.J. Rahming,DEV,00-0034927,WR,MIA
T.J. Rubley,RET,00-0014129,QB,DEN
T.J. Rushing,RET,00-0024452,DB,DET
T.J. Simmons,DEV,00-0036762,WR,TB
T.J. Slaughter,RET,00-0018959,LB,SF
T.J. Smith,ACT,00-0035910,DT,LAC
T.J. Tampa,ACT,00-0039234,DB,BAL
T.J. Thorpe,RET,00-0033142,WR,WAS
T.J. Turner,RET,00-0020362,LB,NE
T.J. Turner,RET,00-0016741,DE,MIA
T.J. Vasher,CUT,00-0036776,WR,DAL
T.J. Ward,CUT,00-0027653,FS,ARI
T.J. Washington,RET,00-0017275,T,CAR
T.J. Watt,ACT,00-0033886,OLB,PIT
T.J. Williams,RET,00-0024416,TE,TB
T.J. Wright,RET,00-0024619,CB,CIN
T.J. Yates,UFA,00-0028090,QB,HOU
T.J. Yeldon,UFA,00-0032209,RB,BUF
T.K. McLendon,RES,00-0038850,DE,TEN
T.Y. Hilton,U01,00-0029608,WR,DAL
T.Y. McGill,DEV,00-0032162,DT,SF
Ta'Quon Graham,ACT,00-0036948,DE,ATL
Ta'ase Faumui,RET,00-0005097,DE,OAK
TaMerik Williams,CUT,00-0039308,RB,SEA
Tab Perry,RET,00-0023623,WR,MIA
Taco Charlton,CUT,00-0033541,DE,SF
Taco Wallace,RET,00-0021948,WR,SEA
Tae Crowder,DEV,00-0036167,ILB,TEN
Tae Daley,CUT,00-0037649,DB,ARI
Tae Davis,RES,00-0034500,ILB,CAR
Tae Evans,RET,00-0028775,DB,LA
Tae Hayes,CUT,00-0035365,CB,NYJ
Tahaun Lewis,RET,00-0009901,DB,KC
Tahir Whitehead,CUT,00-0029212,MLB,ARI
Tahj Washington,RES,00-0039884,WR,MIA
Tai Streets,RET,00-0015811,WR,DET
Taiwan Jones,CUT,00-0028063,RB,NYG
Taiwan Jones,RET,00-0031862,LB,NYJ
Taj McGowan,RES,00-0035658,RB,JAX
Taj Smith,RET,00-0026032,WR,IND
Taj Williams,CUT,00-0034245,WR,ATL
Tajae Sharpe,CUT,00-0032778,WR,SF
Taje Allen,RET,00-0000231,DB,KC
Tajh Boyd,CUT,00-0031086,QB,PIT
Tajh Hasson,RET,00-0032216,DB,WAS
Takeo Spikes,RET,00-0015474,ILB,LAC
Taki Taimani,ACT,00-0039720,DT,MIN
Takkarist McKinley,ACT,00-0033540,DE,NYJ
Takoby Cofield,RET,00-0031877,OT,OAK
Tala Esera,RET,00-0024633,G,PHI
Talance Sawyer,RET,00-0014401,DE,MIN
Talanoa Hufanga,ACT,00-0036564,SS,SF
Taliese Fuaga,ACT,00-0039339,T,NO
Talmadge Jackson,RET,00-0028281,DB,JAX
Talman Gardner,RET,00-0022111,WR,NO
Tam Hopkins,RET,00-0020002,T,NYG
Tamarick Vanover,RET,00-0016837,WR,LAC
Tamba Hali,UFA,00-0024235,OLB,KC
Tamorrion Terry,CUT,00-0036803,WR,SEA
Tanard Davis,RET,00-0023988,CB,TEN
Tanard Jackson,RET,00-0025493,DB,WAS
Tandon Doss,RET,00-0028061,WR,JAX
Tani Tupou,CUT,00-0032852,DT,ARI
Tank Bigsby,ACT,00-0038555,RB,JAX
Tank Carder,UFA,00-0029287,ILB,CLE
Tank Carradine,CUT,00-0030457,DE,MIA
Tank Dell,ACT,00-0038977,WR,HOU
Tank Johnson,RET,00-0022696,DT,CIN
Tank Reese,RET,00-0021589,DT,KC
Tank Tyler,RET,00-0025469,DT,CHI
Tank Williams,RET,00-0021173,DB,NE
Tanner Antle,RET,00-0028616,LB,CHI
Tanner Brown,CUT,00-0038354,K,LA
Tanner Carew,CUT,00-0034233,LS,CHI
Tanner Conner,ACT,00-0037348,WR,MIA
Tanner Gentry,CUT,00-0033633,WR,BUF
Tanner Hawkinson,ACT,00-0030389,T,PHI
Tanner Hudson,ACT,00-0034613,TE,CIN
Tanner Ingle,DEV,00-0038366,SS,LA
Tanner Knue,CUT,00-0039592,WR,TB
Tanner Lee,CUT,00-0034416,QB,JAX
Tanner McCalister,DEV,00-0038717,FS,DEN
Tanner McEvoy,CUT,00-0032475,WR,TEN
Tanner McKee,ACT,00-0038400,QB,PHI
Tanner McLachlan,ACT,00-0039399,TE,CIN
Tanner Miller,RET,00-0031110,DB,GB
Tanner Mordecai,DEV,00-0039699,QB,SF
Tanner Morgan,CUT,00-0038744,QB,MIN
Tanner Muse,DEV,00-0036368,ILB,JAX
Tanner Owen,CUT,00-0037433,T,NO
Tanner Purdum,CUT,00-0026493,LS,NYJ
Tanner Taula,DEV,00-0038828,TE,TB
Tanner Vallejo,CUT,00-0033580,ILB,MIN
Tanner Volson,DEV,00-0035439,C,NYG
Tanoh Kpassagnon,RES,00-0033902,DE,NO
Tanor Bortolini,ACT,00-0039744,G,IND
Tanzel Smart,CUT,00-0033963,DT,NYJ
Taquan Mizzell,CUT,00-0033373,RB,NYG
Tarek Saleh,RET,00-0014265,LB,CLE
Tarell Basham,CUT,00-0033917,DE,CIN
Tarell Brown,RES,00-0025534,CB,NE
Tarheeb Still,ACT,00-0039366,DB,LAC
Tarik Black,CUT,00-0036491,WR,PIT
Tarik Cohen,RET,00-0033556,RB,NYJ
